typing_speed,mouse_movement,location,location_encoded
118.9109598010111,57.148476575562675,New York,81
86.663843083918,76.03542748194552,Washington,33
84.46581356977441,126.80893473354755,California,10
91.97058983783329,323.64438068228577,California,10
110.7058120752523,325.95659097971253,New York,81
74.13089828501853,329.6737946759974,New York,81
43.549647006588486,204.06207763949894,Texas,22
89.58158218885521,268.1383236964416,California,10
92.8206143112742,122.6427089577423,Texas,22
81.37465040068491,279.63862588441344,Texas,22
46.430722811286614,116.51769661203309,Texas,22
46.97866412773579,280.26509416486095,Texas,22
92.98297762667622,149.028638658212,Washington,33
73.29004251582066,201.78829312018888,Florida,84
103.73797304539804,159.09462702285865,New York,81
89.05782215400876,62.036247961291664,Florida,84
83.17610018367128,212.6091327274606,Texas,22
34.29818217674759,257.20773443330387,California,10
84.10109663458877,272.33281726445307,Florida,84
81.7785588714334,104.8599844069816,Texas,22
97.52576316031376,79.57836737093726,Texas,22
86.59635698772995,219.73526543173853,Florida,84
109.58689370040953,197.51231514891126,New York,81
97.88053917830335,373.7123330800622,California,10
52.35291070539222,138.3765171856859,New York,81
117.77150432406637,277.16086321806154,California,10
116.76716575939321,128.67299985820983,New York,81
52.24092846226786,92.74758581721795,New York,81
53.236963581679234,398.61505275665655,Washington,33
118.53347063690892,234.22723113473822,New York,81
98.65953837541812,91.22941485582277,California,10
102.3533055785553,106.1369626251199,Texas,22
99.434942624069,194.4255522638506,Florida,84
76.09711852249147,389.9185467218008,Florida,84
91.84188080897019,207.84824241999834,California,10
111.73647143730223,58.949593259405255,Florida,84
92.47704510822803,352.57824412625877,Florida,84
41.29673992829764,363.8495307322373,New York,81
41.30729525096339,118.53022944733925,Texas,22
53.76172771093431,185.9838156813483,California,10
72.08268622579946,151.18678019643158,New York,81
98.60910240845982,245.07425886852747,Washington,33
80.04533522004449,157.54299443265012,Washington,33
67.088472438311,339.8837017360611,Texas,22
48.513473938786774,230.79232534920106,California,10
114.53278311516344,309.07738692148354,New York,81
88.42884025629827,116.86871590796304,California,10
73.53151874251093,341.7658722187933,California,10
99.52620166582011,98.73066175086487,Texas,22
98.16639886621455,343.2747833128942,California,10
32.94916047538319,130.20975549076843,Texas,22
84.89297576931878,94.3682330931372,California,10
112.66499488928605,394.2194071878124,Florida,84
91.56407302582843,50.81150457174356,New York,81
117.1278977056532,373.4350994543637,Washington,33
52.727886811491274,135.57612311791183,California,10
88.91447400984788,345.4210038594749,Florida,84
43.51530167589553,90.07676937374046,Washington,33
117.41067813904618,217.83743410246163,California,10
86.22264418885594,167.85952471704834,Texas,22
30.86670295419953,145.72825518321562,New York,81
77.83286320029245,275.33560713834083,California,10
51.5443944031354,299.95574794995804,Texas,22
109.13644946448227,208.8480348705545,Washington,33
104.27187362558402,90.9664501438694,California,10
81.57380568616651,287.80114459727537,New York,81
109.2328420141061,96.61401226170906,New York,81
79.23305440500567,229.36898782668996,Florida,84
108.71258039459892,70.51249785012575,New York,81
73.80525824639184,68.56676930005871,Florida,84
74.57162206948789,162.07209980742874,Florida,84
109.26471581952154,201.93944305430625,New York,81
65.87188640844164,177.67407049636273,Florida,84
79.22177920954451,180.74673527553517,Washington,33
44.50227693644501,323.2820457506348,Florida,84
42.07955055577297,238.59468966117169,California,10
32.71412256199273,131.2179541620776,Washington,33
61.14467315905232,117.61332208216456,California,10
102.37666506190693,229.2603229379751,California,10
39.968058400828895,262.9528050035583,California,10
95.43093831077226,373.2148538071796,New York,81
37.19720515315351,337.91021626596756,Washington,33
30.047996327408654,275.71010876230855,Washington,33
55.45131535806813,117.32926539503804,Florida,84
113.06326660343098,159.25235212008494,California,10
77.55899600361676,300.0618599851616,Texas,22
41.7158619324011,256.5477149821272,New York,81
95.59009872994753,204.84090236575025,Washington,33
46.93846543163326,134.83905304251005,Florida,84
104.37250523093573,257.1585940544734,Florida,84
30.243580156106308,117.31998938805927,Florida,84
82.17888852126913,59.26393672026221,Texas,22
104.81329256300045,380.1931740754115,Washington,33
105.43163488910383,120.84440052451951,Florida,84
53.612236883403185,387.66160179679724,California,10
104.28501405617784,349.5356173934267,Texas,22
70.46281580680288,391.0856889349637,Florida,84
80.16249577138063,339.541333898062,Florida,84
98.62248103838797,181.68242620651034,New York,81
101.58078632917822,317.8859526625673,Washington,33
73.35034518073866,74.7717860008471,New York,81
79.02844211097336,219.43971226748047,New York,81
79.79674961834712,80.62438395828178,Washington,33
67.59608964150615,174.74372223113767,Texas,22
96.85546534461707,374.92698342717574,Texas,22
37.696804651270604,238.33992842163437,Washington,33
116.83493413699793,343.1155810634511,Florida,84
62.957105330395606,299.0661596677762,Washington,33
76.30316944044156,181.343634932089,New York,81
49.93224322520878,272.02517247062156,New York,81
93.74861690929777,234.18090061706621,New York,81
93.48674207577703,136.2298496048273,Washington,33
53.16850196846787,248.22107896318093,California,10
118.37550332652344,84.48550738102259,California,10
79.49997487843063,397.6028690248666,Washington,33
34.20394011103976,280.6510140087596,Texas,22
72.84970584054409,203.4748775112706,California,10
98.9869718789966,97.03292203038262,Florida,84
36.02261495960625,331.5882586412673,Washington,33
51.17092781774589,305.4674077939917,Florida,84
47.360164886042085,295.4751338005435,Texas,22
64.4803749928216,150.18013369912734,Washington,33
86.30802440806343,391.44742649702386,Washington,33
77.5404811899681,219.99083926149032,Florida,84
92.30888324801896,162.93247184588955,Washington,33
61.73773965360778,203.1838909416729,Florida,84
39.4879867414183,202.3325911917828,New York,81
98.15602400251026,390.3924436469804,Texas,22
45.03362925546132,104.923138216753,Florida,84
53.74459882708911,295.5774177876964,Texas,22
64.1282293568322,257.1073571605534,Florida,84
36.06333181136539,227.50082519361544,California,10
32.04419483724356,127.14138372951227,New York,81
44.58960098480007,175.65021663757454,Florida,84
73.7862083062501,225.8942264589274,Texas,22
115.33505881299541,375.9789633014267,Washington,33
105.33288620494648,291.0579367006467,New York,81
42.61759565273651,114.75952810169073,Texas,22
64.38466668396438,395.5214526034319,Washington,33
47.83632351699538,324.09707740319686,Texas,22
68.07642615362158,56.13715725544877,New York,81
79.71778411288523,338.98370755860765,Washington,33
117.42113303338776,269.0701560705295,Florida,84
47.25219284091834,255.6818932573871,Texas,22
39.75273025049693,245.10696911229476,Texas,22
59.190883894614416,167.58850901918893,Texas,22
43.9795519382183,353.2111771796683,New York,81
44.36185636317778,302.07624933603233,Washington,33
95.43142942771239,276.9408191738825,Florida,84
83.08702215991906,321.9427025048924,California,10
59.027700936619325,269.13082821420494,California,10
80.77744401940326,395.85412758486956,Florida,84
86.13401447351481,350.646971724897,California,10
78.56194013574526,186.75983078440157,New York,81
105.63426459839604,147.80313080222533,California,10
103.9720729396708,289.1949012131058,Florida,84
64.63792391869251,197.74313088329427,California,10
56.1701634737493,50.70857283543012,Texas,22
53.18780362715556,115.6759138074274,Washington,33
50.663838583098226,70.06460308271406,Washington,33
118.61706171198475,51.630623852448096,California,10
69.80690916822294,307.54973905443103,Texas,22
117.63197488350308,97.96750937713244,Texas,22
80.17772921880206,60.79821064783613,Texas,22
89.15096603941477,183.22006197286348,New York,81
89.64091878541316,63.8336202147847,California,10
45.61005141228657,399.8627030811467,Florida,84
37.79418903448671,108.49458473777095,New York,81
33.94987085391067,386.4286780763031,Florida,84
119.18474272600858,94.08367311229945,Florida,84
63.81433414942161,113.29677819223696,California,10
76.18683792876801,124.85458254494637,Florida,84
55.73325205274337,283.05650333392657,Florida,84
75.57120965875987,191.41374511033655,Texas,22
101.14603515282923,211.0839924840986,New York,81
67.69887930179524,172.55833215374872,New York,81
111.6373663032896,90.50054942065358,California,10
87.42812426991512,57.16837935990618,Washington,33
59.942284409128234,93.03600792716855,Florida,84
32.296190066470544,139.13481145642228,Florida,84
82.72963103411472,384.0180250192146,New York,81
103.47737958009219,232.53355559517863,Texas,22
117.6920132678421,187.56976257145166,Washington,33
54.33701627091051,99.77053017570066,California,10
72.23301069312362,112.92098324725652,New York,81
44.499006359712794,207.5065867120004,Washington,33
42.147060619334155,78.77605884453546,California,10
109.38703316936666,260.01115415103885,New York,81
51.536427362855214,147.19925042357193,Washington,33
44.819334659903845,175.05405951009288,California,10
100.36554409586638,139.12422665310396,Florida,84
70.96956530073678,86.51354746449319,Washington,33
59.23692288962078,127.45419302700977,Florida,84
49.20657742254457,339.9414700595984,New York,81
118.04168828790932,105.7142212008907,Texas,22
31.890547786797235,199.53656652351216,Texas,22
74.0434770197208,343.8521308937002,Washington,33
96.83608532313217,313.0710343560903,California,10
60.38612835236748,180.7889562497797,California,10
78.5045653426107,353.6881389704831,California,10
39.057147620025546,196.66534668132442,California,10
32.47579202672786,151.24604335203114,Texas,22
68.00774982364763,337.1863464516144,New York,81
71.0691407492914,288.31159441049465,Texas,22
64.55008835933057,238.49851980699162,Texas,22
39.698813972846935,228.15563979186803,Texas,22
51.22792833258033,75.3310449127344,Washington,33
90.97716285738618,117.12071329590027,New York,81
85.55478546129203,69.03684605901886,Washington,33
86.27112691736815,198.72284684744224,Florida,84
72.39466362869246,73.34081097545786,California,10
75.03771703340917,216.26583367996398,Florida,84
77.13458617245757,191.6447035541778,New York,81
42.36329298314882,195.1928215261331,Washington,33
73.9210102649926,355.6275976222571,Florida,84
77.15933111132898,346.9199643678675,California,10
40.36492018328531,103.19201355305276,New York,81
119.2839180216367,84.12024252711048,Washington,33
73.04118838870971,244.5978437552503,Texas,22
60.887587927407566,208.4846047371686,Texas,22
55.18258302684558,87.0323571546308,New York,81
45.047329655998396,399.11491732662984,Washington,33
83.18646897695314,387.78510667027274,Washington,33
118.88036367060909,350.81864051977306,Florida,84
76.46626898760334,203.68550502621568,New York,81
78.39395552326464,302.09576183095766,Florida,84
89.8713278037103,232.31153977874038,Washington,33
69.43957634318585,300.61614313283735,California,10
114.44317099976784,143.77667233547223,Washington,33
73.77484565928904,100.0259020034462,Washington,33
116.77034325693899,351.85401117510617,Washington,33
44.697041502937886,181.95135226483774,Texas,22
98.82071473898799,285.35242388087,California,10
68.55663605773204,390.8409210202972,California,10
91.89112653862675,105.61094914924682,Washington,33
85.84838258446209,59.70288640757252,Florida,84
119.22886049688341,239.6786823665654,Washington,33
57.334310561837725,281.40168936431337,California,10
77.18409261358434,228.87261265169977,Texas,22
98.08050898305137,280.1531489426733,California,10
65.08721603837475,113.1264582337992,Texas,22
66.84736363774326,88.30201395860317,New York,81
42.64537029574412,320.85854778881964,Texas,22
32.11772155950484,100.40396608889583,Washington,33
32.19231877323963,397.69523359734944,Florida,84
44.71170136976836,257.1509422909965,New York,81
46.703675050290585,241.6364311665015,Florida,84
96.97993418784695,172.25299681214628,Washington,33
92.46731783695708,219.4791426116793,California,10
114.52650536526252,125.04627442522059,Florida,84
40.704439686306586,145.28456531155865,Washington,33
99.7922261373406,184.38053238840848,Washington,33
47.161915909659754,106.8103353155403,Florida,84
71.9576020786447,218.42089945236725,New York,81
115.69967225077941,351.02763449026423,California,10
52.78782611504566,223.6843542355488,New York,81
119.57894622993417,154.96482469095676,Texas,22
31.137163549161478,175.52482519154623,Florida,84
62.04576665052879,267.4707493767431,Florida,84
32.70093471951791,296.72001422707626,New York,81
116.80624198605516,110.8255165061867,Florida,84
107.13142804075417,334.2010161546128,Florida,84
45.86682372549474,108.14318212089776,Texas,22
45.18531833651248,145.8013490649714,Florida,84
69.69231831992809,274.7235441552276,Florida,84
84.67906491487956,243.47958320021854,Washington,33
113.08118580048024,334.2695744378762,Texas,22
82.06620497837292,368.009947059791,Washington,33
69.09872419287905,335.76858560355925,Florida,84
81.63261148794868,73.62771763227767,California,10
109.27579260055403,139.8953584589442,New York,81
62.40091686137072,246.24549888340903,New York,81
52.79155809916169,187.60792329519504,Washington,33
114.3399550213308,238.17073048597436,New York,81
69.70261201599138,212.16272682395172,California,10
102.34626446924995,56.27194633180607,Texas,22
41.68636219988055,339.7359835107213,Texas,22
88.66919493863188,178.26734254379207,Texas,22
74.64920999210733,90.05312721805014,New York,81
59.11411183755084,214.66010166537092,California,10
34.321871533280046,73.01738067811797,New York,81
35.06320673850784,370.64894436783624,Washington,33
87.65001187977956,251.51813368168519,New York,81
40.47985295608932,311.41801154064143,Washington,33
54.52312851997779,287.02602100414896,Florida,84
43.692011493521704,373.1547165117923,New York,81
49.53243090681729,390.95497170742607,California,10
54.466020883869376,190.18791023843596,Washington,33
41.75361274383225,102.87678279575712,Florida,84
30.159012698574863,324.08279497281626,New York,81
86.64025701794776,122.52705703836376,Texas,22
33.03432702317587,337.9862777968777,Florida,84
112.82675582894572,214.58207193960024,New York,81
59.638354464247584,84.195417290439,California,10
107.02562104598618,72.66472694834074,Washington,33
58.71221672688914,282.21648378678617,New York,81
45.80017488593208,395.09910703811784,New York,81
56.5536676753298,294.8056626840645,New York,81
103.98844144953368,351.3634222688721,Texas,22
38.22507787871937,163.43100782424915,California,10
40.26624461234439,293.82578307493196,Washington,33
103.9100807916786,60.973109303244286,California,10
102.07425637941256,155.58437932019262,New York,81
87.5693909712927,192.08524677839875,New York,81
115.27187998186979,124.17326325888939,New York,81
62.02193576684065,223.8783500877359,California,10
102.71921136326725,297.8723486023756,Florida,84
60.364594363384256,305.0600301347064,California,10
54.52973378030809,291.5430375181733,Washington,33
84.48239033937648,254.95802942034612,Texas,22
45.25758393667432,110.10745053080431,Florida,84
111.79528234636318,295.50714719104303,New York,81
74.1137146829347,340.7881251067052,Washington,33
82.82298547410826,290.3153805617892,Texas,22
117.11296084399325,142.9381432912128,Texas,22
30.560123400245214,130.36977173158533,Washington,33
100.95452854011016,154.83557824970623,New York,81
59.30736059095009,239.7779251821593,Florida,84
101.07145449220546,215.92643401291835,California,10
39.99654685520056,306.17343430347836,Washington,33
113.78036800538635,315.55592360341194,New York,81
102.22444046988633,319.2731282604473,New York,81
61.085727928850645,129.01584753243583,Florida,84
81.72751741468252,129.64366473649926,California,10
107.19944453025931,152.96716556819052,Texas,22
34.61436506430573,88.65957655072555,Texas,22
43.52419728998846,77.781001246812,Texas,22
51.96227733204462,254.87429920699878,California,10
72.4187023356476,259.2258128560135,Washington,33
88.30061628210899,142.7982322831134,New York,81
65.70947620244014,324.90252885255046,Washington,33
57.75238087822787,89.63259192917198,Florida,84
84.05281159274038,390.08057716777125,California,10
30.827573915667013,185.62569101850096,California,10
40.46673175030737,358.2222609562242,Washington,33
53.884160668802885,295.69454475222767,Texas,22
111.82781415570376,74.07476277693058,California,10
83.89252231319885,289.6739153051012,Texas,22
96.13275075979942,304.54843852914183,Washington,33
100.24685113992726,272.63322392963136,Florida,84
48.392686170840605,198.3222715714115,California,10
99.30723742147633,249.95040056801912,Florida,84
70.64318855220736,70.01312377001403,New York,81
72.73163369929182,71.65448288000916,New York,81
50.81307503745042,396.0076724014071,California,10
109.05928456056486,113.94764114126014,California,10
77.05246346290035,294.4079093575582,New York,81
83.54418528090233,262.3491930348682,Texas,22
79.28066766726245,334.543581977414,Florida,84
35.34115201857293,350.56882551385127,New York,81
50.93063280472516,297.04335010350303,Florida,84
110.97841453707088,206.4277078589836,Texas,22
116.37425860244359,185.05819079055613,New York,81
46.43158643299671,285.99814702966273,New York,81
73.04495055868057,345.2751521110225,New York,81
67.96956208338375,317.5506529926582,Florida,84
36.565043084670656,254.41601725428538,Texas,22
99.25726466128543,287.54911236025833,California,10
41.239544595805796,181.61036771145473,Washington,33
106.58809088358147,169.95227435002386,Washington,33
43.1994155301943,232.40108717086954,Florida,84
74.30687575747211,95.4948111163263,New York,81
62.56387556950371,152.7609363250839,California,10
90.83423254693437,276.43721889852384,New York,81
33.19514308050687,119.3394667411872,Washington,33
58.93413227886151,286.86627970926264,Washington,33
66.7405725820244,162.23539520845756,Texas,22
46.47677585852675,209.12310517195522,Washington,33
51.54756880824367,286.99411025046487,California,10
74.04891022783366,322.55823072045644,Florida,84
90.89574460231526,240.23871169039177,California,10
70.6396893875673,387.53138358465714,Florida,84
81.45772843119644,303.94083316258923,Texas,22
92.90150827508774,307.0358906699866,New York,81
49.883614809068895,357.0650918362583,California,10
44.356039875087674,112.60560320901722,Washington,33
47.814590459398346,251.19398179813402,Washington,33
87.31849474974669,347.875866880465,California,10
61.428095660542475,169.96074623108535,Washington,33
115.23343177421182,241.72535923171992,California,10
70.24063531009811,286.7142262765214,California,10
55.095407268765285,327.2329539832316,Washington,33
103.3276714716657,159.66472057503313,Florida,84
55.23340606075169,186.4742649474728,Florida,84
53.09558506258864,151.7721336402583,Washington,33
64.60214163783857,109.2592736681859,Washington,33
70.90848170961866,236.4715194866164,New York,81
70.18342750729246,381.21744333480194,Washington,33
101.04972110554755,325.66009385448757,New York,81
119.44600633934189,223.17587460037788,Washington,33
46.99500336354224,152.5911646233109,New York,81
30.929051019415112,230.78455587309298,Florida,84
81.66572624211253,341.9404282979754,Texas,22
55.79604146454585,374.7638082049916,Washington,33
56.0614707257417,234.21236867819073,Texas,22
71.23274380730415,90.99132388094307,California,10
32.16407901118315,385.8509757687961,New York,81
90.67805827032112,150.65140035136415,New York,81
40.460110331612135,378.04732809172367,Texas,22
86.15894386976417,275.59726305817424,California,10
70.37207089099441,229.8830325251739,California,10
47.818656032485165,384.19313067922997,California,10
41.94462577341197,213.04302466850754,Florida,84
93.25842122099107,221.19190557119916,Texas,22
96.64711960592855,369.9980154279214,New York,81
75.18267455847652,109.76815761332873,California,10
48.98831632007801,231.80180958652338,Texas,22
95.1330353406381,218.6194260830527,Texas,22
89.36609825080578,365.32215675659984,Florida,84
70.00879223390687,121.63271779678671,Texas,22
73.71011900537275,279.93381148562776,Texas,22
69.93861020526924,256.84039197413813,Texas,22
88.7603711560352,152.47509023085485,Washington,33
52.32676801933641,310.19674725568075,California,10
82.48863455416819,57.47676311457558,Washington,33
58.51491547506384,168.5329173414926,New York,81
102.47118635326723,97.93674540925187,New York,81
64.49852586240962,288.45802697709087,New York,81
112.7184426414376,169.05723667406747,Washington,33
77.00936483741506,315.11872215201544,Washington,33
60.85894391250542,336.11892255075713,California,10
31.050394770109076,191.3664444193864,Florida,84
85.24226534871839,70.47451776602381,Texas,22
106.91695656437152,55.94659209604909,California,10
93.32941554078104,115.23394898304366,Texas,22
110.91882325240962,299.3460315067176,New York,81
62.762959862361335,343.11657025006866,Florida,84
54.41867101292834,193.7380793640735,New York,81
116.58440977769686,218.1589325835388,New York,81
76.03164637399004,314.31207489069646,New York,81
80.76422879436578,95.9655144411059,Florida,84
32.62334261386033,202.7673584821249,New York,81
47.68522706509481,394.5998894040293,New York,81
85.2115088218774,175.52633750063563,Washington,33
92.6700839648905,300.0388391814612,Florida,84
101.52391272036492,287.2574006341826,Florida,84
114.20599810299304,318.14571944537636,California,10
76.49837386539082,52.22773301060961,California,10
102.39198161440098,136.88077005029893,Florida,84
48.593011507139394,178.70856683190306,Florida,84
118.9678842497661,322.29111846377816,Texas,22
101.542259305568,167.45731197154635,Texas,22
110.025980773674,362.26225756826864,Texas,22
97.59418766788045,299.9861315621266,Florida,84
108.00706850778539,208.65887991925192,Texas,22
82.66688722514867,252.33970408851366,Texas,22
40.36549338945378,393.38804583281876,Texas,22
34.401657484582714,382.2325791636997,Florida,84
117.8521393058798,216.48172659430742,Texas,22
55.49991768029706,384.4026120300381,Texas,22
109.8017616455868,270.61775557853775,California,10
118.52646708017798,185.74735255349762,California,10
47.231013804786286,127.69076992919096,New York,81
63.94903062818288,356.8999185674325,California,10
92.54344563834577,145.50376029621145,New York,81
61.97249655882858,222.88301603429744,New York,81
54.0719713655976,294.683473348803,Texas,22
114.40152883698185,63.78737006579344,California,10
60.909015767052125,170.92882295590226,California,10
61.2632799282503,111.93996684102088,New York,81
40.26034330392774,112.14394454038965,New York,81
92.09257380550486,184.70270642393834,Texas,22
38.462716074890906,246.47043482057458,Washington,33
110.66088560897785,186.62360888915472,California,10
51.46790225930331,100.80341724161005,New York,81
86.50676754536318,123.90786793546923,New York,81
97.00564013035775,245.85317451341666,California,10
52.61079064880028,383.7577118866707,Florida,84
48.783659578042034,127.3567891907075,Florida,84
71.0078864472421,359.68024748787406,California,10
49.53385809725607,302.6633581474699,California,10
32.70838175150104,319.7509254728246,Florida,84
109.46815365182499,390.4650929323836,Texas,22
71.40309535194555,191.13187176595312,Texas,22
46.54606328414164,86.17862317316968,New York,81
52.10408441250688,213.6839079974246,Texas,22
80.8744822638775,130.5429647274592,New York,81
117.78073289643704,143.93721429639083,New York,81
44.3352340960931,330.1788031194259,New York,81
62.0273374587045,174.81334811838528,Texas,22
114.27436870695924,357.388127323841,Florida,84
41.23787522884258,348.51976239758216,California,10
31.615759778801372,264.0109944063443,Texas,22
34.08407618214866,271.9631907516448,California,10
50.86742063822204,97.52407520976496,Texas,22
113.52039751495158,358.9593270117918,California,10
50.16634266620976,128.60982819607443,Texas,22
75.16481888016574,148.05150642169684,California,10
36.98485276184416,81.76456384970699,Texas,22
117.12332659792858,286.6809727982628,Texas,22
67.02704634239073,360.48908131246606,Texas,22
37.229303748808114,337.7197112025795,California,10
101.39195741096314,169.28700200671847,Florida,84
97.09360662839008,57.45362039751596,California,10
53.886753749972364,173.39916060489315,Florida,84
89.83432417715369,192.07856945023806,Florida,84
95.8880335569049,54.55408045497462,California,10
102.16315769836402,250.75601624125983,Washington,33
81.25812395157435,84.23962918705567,California,10
94.03572932945626,245.3669112458201,Texas,22
89.08239442285787,357.04132901899743,Florida,84
51.82268864022718,293.2579719598696,Texas,22
40.89454880407425,103.84614750761715,Texas,22
99.9723240787138,385.27386793015336,Texas,22
74.59517784020088,279.0101395538943,Florida,84
55.02306927647719,293.0278116700449,Texas,22
56.2543516194639,62.2778698732714,Florida,84
35.13164566965608,284.76928074331573,Florida,84
101.68113401723498,384.1554575956723,New York,81
68.622708649463,194.7839915853919,Washington,33
89.0736407653601,194.97482926626964,Texas,22
44.370389326463346,186.44709819105395,Texas,22
42.798237035648356,218.12208594362485,Texas,22
71.1080352722972,354.2903243555124,Texas,22
86.02787933485446,326.96317989592177,Florida,84
